index,Class,video,frames_n
11_1_40,1,11_1,91
11_1_41,1,11_1,91
11_1_42,1,11_1,91
11_1_43,1,11_1,91
11_1_44,1,11_1,91
11_1_45,1,11_1,91
11_1_46,1,11_1,91
11_1_47,1,11_1,91
11_1_48,1,11_1,91
11_1_49,1,11_1,91
11_1_50,1,11_1,91
11_1_51,1,11_1,91
11_1_52,1,11_1,91
11_1_53,1,11_1,91
11_1_54,1,11_1,91
11_1_55,1,11_1,91
11_1_56,1,11_1,91
11_1_57,2,11_1,91
11_1_58,2,11_1,91
11_1_59,2,11_1,91
11_1_60,2,11_1,91
11_1_61,2,11_1,91
11_1_62,2,11_1,91
11_1_63,2,11_1,91
11_1_64,2,11_1,91
11_1_65,2,11_1,91
11_1_66,2,11_1,91
11_1_67,2,11_1,91
11_1_68,1,11_1,91
11_1_69,1,11_1,91
11_1_70,1,11_1,91
11_1_71,1,11_1,91
11_1_72,1,11_1,91
11_1_73,1,11_1,91
11_1_74,1,11_1,91
11_1_75,1,11_1,91
11_1_76,1,11_1,91
11_1_77,1,11_1,91
11_1_78,1,11_1,91
11_1_79,1,11_1,91
11_1_80,1,11_1,91
11_1_81,1,11_1,91
11_1_82,1,11_1,91
11_1_83,1,11_1,91
11_1_84,1,11_1,91
11_1_85,1,11_1,91
11_1_86,1,11_1,91
11_1_87,1,11_1,91
11_1_88,1,11_1,91
11_1_89,1,11_1,91
11_1_90,1,11_1,91
11_1_91,1,11_1,91
12_1_1,1,12_1,31
12_1_2,1,12_1,31
12_1_3,1,12_1,31
12_1_4,1,12_1,31
12_1_5,1,12_1,31
12_1_6,1,12_1,31
12_1_7,1,12_1,31
12_1_8,1,12_1,31
12_1_9,1,12_1,31
12_1_10,1,12_1,31
12_1_11,1,12_1,31
12_1_12,1,12_1,31
12_1_13,1,12_1,31
12_1_14,1,12_1,31
12_1_15,1,12_1,31
12_1_16,1,12_1,31
12_1_17,1,12_1,31
12_1_18,1,12_1,31
12_1_19,1,12_1,31
12_1_20,1,12_1,31
12_1_21,1,12_1,31
12_1_22,1,12_1,31
12_1_23,1,12_1,31
12_1_24,1,12_1,31
12_1_25,1,12_1,31
12_1_26,1,12_1,31
12_1_27,1,12_1,31
12_1_28,1,12_1,31
12_1_29,1,12_1,31
12_1_30,1,12_1,31
12_1_31,1,12_1,31
15_1_1,1,15_1,96
15_1_2,1,15_1,96
15_1_3,1,15_1,96
15_1_4,1,15_1,96
15_1_5,1,15_1,96
15_1_6,1,15_1,96
15_1_7,1,15_1,96
15_1_8,1,15_1,96
15_1_9,1,15_1,96
15_1_10,1,15_1,96
15_1_11,1,15_1,96
15_1_12,1,15_1,96
15_1_13,1,15_1,96
15_1_14,1,15_1,96
15_1_15,1,15_1,96
15_1_16,1,15_1,96
15_1_17,1,15_1,96
15_1_18,1,15_1,96
15_1_19,1,15_1,96
15_1_20,1,15_1,96
15_1_21,1,15_1,96
15_1_22,1,15_1,96
15_1_23,1,15_1,96
15_1_24,1,15_1,96
15_1_25,1,15_1,96
15_1_26,1,15_1,96
15_1_27,1,15_1,96
15_1_28,1,15_1,96
15_1_29,1,15_1,96
15_1_30,1,15_1,96
15_1_31,1,15_1,96
15_1_32,1,15_1,96
15_1_33,1,15_1,96
15_1_34,1,15_1,96
15_1_35,1,15_1,96
15_1_36,1,15_1,96
15_1_37,1,15_1,96
15_1_38,1,15_1,96
15_1_39,1,15_1,96
15_1_40,2,15_1,96
15_1_41,2,15_1,96
15_1_42,2,15_1,96
15_1_43,2,15_1,96
15_1_44,1,15_1,96
15_1_45,1,15_1,96
15_1_46,1,15_1,96
15_1_47,1,15_1,96
15_1_48,1,15_1,96
15_1_49,1,15_1,96
15_1_50,1,15_1,96
15_1_51,1,15_1,96
15_1_52,1,15_1,96
15_1_53,1,15_1,96
15_1_54,1,15_1,96
15_1_55,1,15_1,96
15_1_56,1,15_1,96
15_1_57,1,15_1,96
15_1_58,2,15_1,96
15_1_59,2,15_1,96
15_1_60,2,15_1,96
15_1_61,2,15_1,96
15_1_62,2,15_1,96
15_1_63,1,15_1,96
15_1_64,1,15_1,96
15_1_65,1,15_1,96
15_1_66,1,15_1,96
15_1_67,1,15_1,96
15_1_68,1,15_1,96
15_1_69,1,15_1,96
15_1_70,1,15_1,96
15_1_71,1,15_1,96
15_1_72,1,15_1,96
15_1_73,1,15_1,96
15_1_74,1,15_1,96
15_1_75,1,15_1,96
15_1_76,1,15_1,96
15_1_77,1,15_1,96
15_1_78,1,15_1,96
15_1_79,1,15_1,96
15_1_80,1,15_1,96
15_1_81,1,15_1,96
15_1_82,1,15_1,96
15_1_83,1,15_1,96
15_1_84,1,15_1,96
15_1_85,1,15_1,96
15_1_86,1,15_1,96
15_1_87,1,15_1,96
15_1_88,1,15_1,96
15_1_89,1,15_1,96
15_1_90,2,15_1,96
15_1_91,2,15_1,96
15_1_92,2,15_1,96
15_1_93,2,15_1,96
15_1_94,2,15_1,96
15_1_95,2,15_1,96
15_1_96,2,15_1,96
17_1_1,1,17_1,203
17_1_2,1,17_1,203
17_1_3,1,17_1,203
17_1_4,1,17_1,203
17_1_5,1,17_1,203
17_1_6,1,17_1,203
17_1_7,1,17_1,203
17_1_8,1,17_1,203
17_1_9,1,17_1,203
17_1_10,1,17_1,203
17_1_11,1,17_1,203
17_1_12,1,17_1,203
17_1_13,1,17_1,203
17_1_14,1,17_1,203
17_1_15,1,17_1,203
17_1_16,1,17_1,203
17_1_17,1,17_1,203
17_1_18,1,17_1,203
17_1_19,1,17_1,203
17_1_20,1,17_1,203
17_1_21,1,17_1,203
17_1_22,1,17_1,203
17_1_23,1,17_1,203
17_1_24,1,17_1,203
17_1_25,1,17_1,203
17_1_26,1,17_1,203
17_1_27,1,17_1,203
17_1_28,1,17_1,203
17_1_29,1,17_1,203
17_1_30,1,17_1,203
17_1_31,1,17_1,203
17_1_32,1,17_1,203
17_1_33,1,17_1,203
17_1_34,1,17_1,203
17_1_35,1,17_1,203
17_1_36,1,17_1,203
17_1_37,1,17_1,203
17_1_38,1,17_1,203
17_1_39,1,17_1,203
17_1_40,1,17_1,203
17_1_41,1,17_1,203
17_1_42,1,17_1,203
17_1_43,1,17_1,203
17_1_44,1,17_1,203
17_1_45,1,17_1,203
17_1_46,1,17_1,203
17_1_47,1,17_1,203
17_1_48,1,17_1,203
17_1_49,1,17_1,203
17_1_50,1,17_1,203
17_1_51,1,17_1,203
17_1_52,1,17_1,203
17_1_53,1,17_1,203
17_1_54,1,17_1,203
17_1_55,1,17_1,203
17_1_56,1,17_1,203
17_1_57,1,17_1,203
17_1_58,1,17_1,203
17_1_59,1,17_1,203
17_1_60,1,17_1,203
17_1_61,1,17_1,203
17_1_62,1,17_1,203
17_1_63,1,17_1,203
17_1_64,1,17_1,203
17_1_65,1,17_1,203
17_1_66,1,17_1,203
17_1_67,1,17_1,203
17_1_68,1,17_1,203
17_1_69,1,17_1,203
17_1_70,1,17_1,203
17_1_71,1,17_1,203
17_1_72,1,17_1,203
17_1_73,1,17_1,203
17_1_74,1,17_1,203
17_1_75,1,17_1,203
17_1_76,1,17_1,203
17_1_77,1,17_1,203
17_1_78,1,17_1,203
17_1_79,1,17_1,203
17_1_80,1,17_1,203
17_1_81,1,17_1,203
17_1_82,1,17_1,203
17_1_83,1,17_1,203
17_1_84,1,17_1,203
17_1_85,1,17_1,203
17_1_86,1,17_1,203
17_1_87,1,17_1,203
17_1_88,1,17_1,203
17_1_89,1,17_1,203
17_1_90,1,17_1,203
17_1_91,1,17_1,203
17_1_92,1,17_1,203
17_1_93,1,17_1,203
17_1_94,1,17_1,203
17_1_95,1,17_1,203
17_1_96,1,17_1,203
17_1_97,1,17_1,203
17_1_98,1,17_1,203
17_1_99,1,17_1,203
17_1_100,1,17_1,203
17_1_101,1,17_1,203
17_1_102,1,17_1,203
17_1_103,1,17_1,203
17_1_104,1,17_1,203
17_1_105,1,17_1,203
17_1_106,1,17_1,203
17_1_107,1,17_1,203
17_1_108,1,17_1,203
17_1_109,1,17_1,203
17_1_110,1,17_1,203
17_1_111,1,17_1,203
17_1_112,1,17_1,203
17_1_113,1,17_1,203
17_1_114,1,17_1,203
17_1_115,1,17_1,203
17_1_116,1,17_1,203
17_1_117,1,17_1,203
17_1_118,1,17_1,203
17_1_119,1,17_1,203
17_1_120,1,17_1,203
17_1_121,1,17_1,203
17_1_122,1,17_1,203
17_1_123,1,17_1,203
17_1_124,1,17_1,203
17_1_125,1,17_1,203
17_1_126,1,17_1,203
17_1_127,1,17_1,203
17_1_128,1,17_1,203
17_1_129,1,17_1,203
17_1_130,1,17_1,203
17_1_131,1,17_1,203
17_1_132,1,17_1,203
17_1_133,1,17_1,203
17_1_134,1,17_1,203
17_1_135,1,17_1,203
17_1_136,1,17_1,203
17_1_137,1,17_1,203
17_1_138,1,17_1,203
17_1_139,1,17_1,203
17_1_140,1,17_1,203
17_1_141,1,17_1,203
17_1_142,1,17_1,203
17_1_143,1,17_1,203
17_1_144,1,17_1,203
17_1_145,1,17_1,203
17_1_146,1,17_1,203
17_1_147,1,17_1,203
17_1_148,1,17_1,203
17_1_149,1,17_1,203
17_1_150,1,17_1,203
17_1_151,1,17_1,203
17_1_152,1,17_1,203
17_1_153,1,17_1,203
17_1_154,1,17_1,203
17_1_155,1,17_1,203
17_1_156,1,17_1,203
17_1_157,1,17_1,203
17_1_158,1,17_1,203
17_1_159,1,17_1,203
17_1_160,1,17_1,203
17_1_161,1,17_1,203
17_1_162,1,17_1,203
17_1_163,1,17_1,203
17_1_164,1,17_1,203
17_1_165,1,17_1,203
17_1_166,1,17_1,203
17_1_167,1,17_1,203
17_1_168,1,17_1,203
17_1_169,1,17_1,203
17_1_170,1,17_1,203
17_1_171,1,17_1,203
17_1_172,1,17_1,203
17_1_173,1,17_1,203
17_1_174,1,17_1,203
17_1_175,1,17_1,203
17_1_176,1,17_1,203
17_1_177,1,17_1,203
17_1_178,1,17_1,203
17_1_179,1,17_1,203
17_1_180,1,17_1,203
17_1_181,1,17_1,203
17_1_182,1,17_1,203
17_1_183,1,17_1,203
17_1_184,1,17_1,203
17_1_185,1,17_1,203
17_1_186,1,17_1,203
17_1_187,1,17_1,203
17_1_188,1,17_1,203
17_1_189,1,17_1,203
17_1_190,1,17_1,203
17_1_191,1,17_1,203
17_1_192,1,17_1,203
17_1_193,1,17_1,203
17_1_194,1,17_1,203
17_1_195,1,17_1,203
17_1_196,1,17_1,203
17_1_197,1,17_1,203
17_1_198,1,17_1,203
17_1_199,1,17_1,203
17_1_200,1,17_1,203
17_1_201,1,17_1,203
17_1_202,1,17_1,203
17_1_203,1,17_1,203
19_1_1,1,19_1,304
19_1_2,1,19_1,304
19_1_3,1,19_1,304
19_1_4,1,19_1,304
19_1_5,1,19_1,304
19_1_6,1,19_1,304
19_1_7,1,19_1,304
19_1_8,1,19_1,304
19_1_9,1,19_1,304
19_1_10,1,19_1,304
19_1_11,1,19_1,304
19_1_12,1,19_1,304
19_1_13,1,19_1,304
19_1_14,1,19_1,304
19_1_15,1,19_1,304
19_1_16,1,19_1,304
19_1_17,1,19_1,304
19_1_18,1,19_1,304
19_1_19,1,19_1,304
19_1_20,1,19_1,304
19_1_21,1,19_1,304
19_1_22,1,19_1,304
19_1_23,1,19_1,304
19_1_24,1,19_1,304
19_1_25,1,19_1,304
19_1_26,1,19_1,304
19_1_27,1,19_1,304
19_1_28,1,19_1,304
19_1_29,1,19_1,304
19_1_30,1,19_1,304
19_1_31,1,19_1,304
19_1_32,1,19_1,304
19_1_33,1,19_1,304
19_1_34,1,19_1,304
19_1_35,1,19_1,304
19_1_36,1,19_1,304
19_1_37,1,19_1,304
19_1_38,1,19_1,304
19_1_39,1,19_1,304
19_1_40,1,19_1,304
19_1_41,1,19_1,304
19_1_42,1,19_1,304
19_1_43,1,19_1,304
19_1_44,1,19_1,304
19_1_45,1,19_1,304
19_1_46,1,19_1,304
19_1_47,1,19_1,304
19_1_48,1,19_1,304
19_1_49,1,19_1,304
19_1_50,1,19_1,304
19_1_51,1,19_1,304
19_1_52,1,19_1,304
19_1_53,1,19_1,304
19_1_54,1,19_1,304
19_1_55,1,19_1,304
19_1_56,1,19_1,304
19_1_57,1,19_1,304
19_1_58,1,19_1,304
19_1_59,1,19_1,304
19_1_60,1,19_1,304
19_1_61,1,19_1,304
19_1_62,1,19_1,304
19_1_63,1,19_1,304
19_1_64,1,19_1,304
19_1_65,1,19_1,304
19_1_66,1,19_1,304
19_1_67,1,19_1,304
19_1_68,1,19_1,304
19_1_69,1,19_1,304
19_1_70,1,19_1,304
19_1_71,1,19_1,304
19_1_72,1,19_1,304
19_1_73,1,19_1,304
19_1_74,1,19_1,304
19_1_75,2,19_1,304
19_1_76,2,19_1,304
19_1_77,2,19_1,304
19_1_78,2,19_1,304
19_1_79,2,19_1,304
19_1_80,2,19_1,304
19_1_81,2,19_1,304
19_1_82,2,19_1,304
19_1_83,2,19_1,304
19_1_84,2,19_1,304
19_1_85,2,19_1,304
19_1_86,2,19_1,304
19_1_87,2,19_1,304
19_1_88,2,19_1,304
19_1_89,2,19_1,304
19_1_90,2,19_1,304
19_1_91,2,19_1,304
19_1_92,2,19_1,304
19_1_93,2,19_1,304
19_1_94,2,19_1,304
19_1_95,2,19_1,304
19_1_96,2,19_1,304
19_1_97,2,19_1,304
19_1_98,2,19_1,304
19_1_99,2,19_1,304
19_1_100,2,19_1,304
19_1_101,2,19_1,304
19_1_102,2,19_1,304
19_1_103,2,19_1,304
19_1_104,2,19_1,304
19_1_105,2,19_1,304
19_1_106,2,19_1,304
19_1_107,2,19_1,304
19_1_108,2,19_1,304
19_1_109,2,19_1,304
19_1_110,2,19_1,304
19_1_111,2,19_1,304
19_1_112,2,19_1,304
19_1_113,2,19_1,304
19_1_114,2,19_1,304
19_1_115,2,19_1,304
19_1_116,2,19_1,304
19_1_117,2,19_1,304
19_1_118,2,19_1,304
19_1_119,2,19_1,304
19_1_120,2,19_1,304
19_1_121,2,19_1,304
19_1_122,2,19_1,304
19_1_123,2,19_1,304
19_1_124,2,19_1,304
19_1_125,2,19_1,304
19_1_126,2,19_1,304
19_1_127,2,19_1,304
19_1_128,2,19_1,304
19_1_129,2,19_1,304
19_1_130,2,19_1,304
19_1_131,2,19_1,304
19_1_132,2,19_1,304
19_1_133,2,19_1,304
19_1_134,2,19_1,304
19_1_135,2,19_1,304
19_1_136,2,19_1,304
19_1_137,2,19_1,304
19_1_138,2,19_1,304
19_1_139,2,19_1,304
19_1_140,2,19_1,304
19_1_141,2,19_1,304
19_1_142,2,19_1,304
19_1_143,2,19_1,304
19_1_144,2,19_1,304
19_1_145,2,19_1,304
19_1_146,2,19_1,304
19_1_147,2,19_1,304
19_1_148,2,19_1,304
19_1_149,2,19_1,304
19_1_150,2,19_1,304
19_1_151,2,19_1,304
19_1_152,2,19_1,304
19_1_153,2,19_1,304
19_1_154,2,19_1,304
19_1_155,2,19_1,304
19_1_156,2,19_1,304
19_1_157,2,19_1,304
19_1_158,2,19_1,304
19_1_159,2,19_1,304
19_1_160,2,19_1,304
19_1_161,2,19_1,304
19_1_162,2,19_1,304
19_1_163,2,19_1,304
19_1_164,2,19_1,304
19_1_165,2,19_1,304
19_1_166,2,19_1,304
19_1_167,2,19_1,304
19_1_168,2,19_1,304
19_1_169,2,19_1,304
19_1_170,2,19_1,304
19_1_171,2,19_1,304
19_1_172,2,19_1,304
19_1_173,2,19_1,304
19_1_174,2,19_1,304
19_1_175,2,19_1,304
19_1_176,2,19_1,304
19_1_177,2,19_1,304
19_1_178,2,19_1,304
19_1_179,2,19_1,304
19_1_180,2,19_1,304
19_1_181,2,19_1,304
19_1_182,2,19_1,304
19_1_183,2,19_1,304
19_1_184,2,19_1,304
19_1_185,2,19_1,304
19_1_186,2,19_1,304
19_1_187,2,19_1,304
19_1_188,2,19_1,304
19_1_189,2,19_1,304
19_1_190,2,19_1,304
19_1_191,2,19_1,304
19_1_192,2,19_1,304
19_1_193,2,19_1,304
19_1_194,2,19_1,304
19_1_195,2,19_1,304
19_1_196,2,19_1,304
19_1_197,2,19_1,304
19_1_198,2,19_1,304
19_1_199,2,19_1,304
19_1_200,2,19_1,304
19_1_201,2,19_1,304
19_1_202,2,19_1,304
19_1_203,2,19_1,304
19_1_204,2,19_1,304
19_1_205,2,19_1,304
19_1_206,2,19_1,304
19_1_207,2,19_1,304
19_1_208,2,19_1,304
19_1_209,2,19_1,304
19_1_210,2,19_1,304
19_1_211,2,19_1,304
19_1_212,2,19_1,304
19_1_213,2,19_1,304
19_1_214,2,19_1,304
19_1_215,2,19_1,304
19_1_216,2,19_1,304
19_1_217,2,19_1,304
19_1_218,2,19_1,304
19_1_219,2,19_1,304
19_1_220,2,19_1,304
19_1_221,2,19_1,304
19_1_222,2,19_1,304
19_1_223,2,19_1,304
19_1_224,2,19_1,304
19_1_225,2,19_1,304
19_1_226,2,19_1,304
19_1_227,2,19_1,304
19_1_228,2,19_1,304
19_1_229,2,19_1,304
19_1_230,2,19_1,304
19_1_231,2,19_1,304
19_1_232,2,19_1,304
19_1_233,2,19_1,304
19_1_234,2,19_1,304
19_1_235,2,19_1,304
19_1_236,2,19_1,304
19_1_237,2,19_1,304
19_1_238,2,19_1,304
19_1_239,2,19_1,304
19_1_240,2,19_1,304
19_1_241,2,19_1,304
19_1_242,2,19_1,304
19_1_243,2,19_1,304
19_1_244,2,19_1,304
19_1_245,2,19_1,304
19_1_246,2,19_1,304
19_1_247,2,19_1,304
19_1_248,2,19_1,304
19_1_249,2,19_1,304
19_1_250,2,19_1,304
19_1_251,2,19_1,304
19_1_252,2,19_1,304
19_1_253,2,19_1,304
19_1_254,2,19_1,304
19_1_255,2,19_1,304
19_1_256,2,19_1,304
19_1_257,2,19_1,304
19_1_258,1,19_1,304
19_1_259,1,19_1,304
19_1_260,1,19_1,304
19_1_261,1,19_1,304
19_1_262,1,19_1,304
19_1_263,1,19_1,304
19_1_264,1,19_1,304
19_1_265,1,19_1,304
19_1_266,1,19_1,304
19_1_267,1,19_1,304
19_1_268,1,19_1,304
19_1_269,1,19_1,304
19_1_270,1,19_1,304
19_1_271,1,19_1,304
19_1_272,1,19_1,304
19_1_273,1,19_1,304
19_1_274,1,19_1,304
19_1_275,1,19_1,304
19_1_276,1,19_1,304
19_1_277,1,19_1,304
19_1_278,1,19_1,304
19_1_279,1,19_1,304
19_1_280,1,19_1,304
19_1_281,1,19_1,304
19_1_282,1,19_1,304
19_1_283,1,19_1,304
19_1_284,1,19_1,304
19_1_285,1,19_1,304
19_1_286,1,19_1,304
19_1_287,1,19_1,304
19_1_288,1,19_1,304
19_1_289,1,19_1,304
19_1_290,1,19_1,304
19_1_291,1,19_1,304
19_1_292,1,19_1,304
19_1_293,1,19_1,304
19_1_294,1,19_1,304
19_1_295,1,19_1,304
19_1_296,1,19_1,304
19_1_297,1,19_1,304
19_1_298,1,19_1,304
19_1_299,1,19_1,304
19_1_300,1,19_1,304
19_1_301,1,19_1,304
19_1_302,1,19_1,304
19_1_303,1,19_1,304
19_1_304,1,19_1,304
20_1_1,1,20_1,177
20_1_2,1,20_1,177
20_1_3,1,20_1,177
20_1_4,1,20_1,177
20_1_5,1,20_1,177
20_1_6,1,20_1,177
20_1_7,1,20_1,177
20_1_8,1,20_1,177
20_1_9,1,20_1,177
20_1_10,1,20_1,177
20_1_11,1,20_1,177
20_1_12,1,20_1,177
20_1_13,1,20_1,177
20_1_14,1,20_1,177
20_1_15,1,20_1,177
20_1_16,1,20_1,177
20_1_17,1,20_1,177
20_1_18,1,20_1,177
20_1_19,1,20_1,177
20_1_20,1,20_1,177
20_1_21,1,20_1,177
20_1_22,1,20_1,177
20_1_23,1,20_1,177
20_1_24,1,20_1,177
20_1_25,1,20_1,177
20_1_26,1,20_1,177
20_1_27,1,20_1,177
20_1_28,1,20_1,177
20_1_29,1,20_1,177
20_1_30,1,20_1,177
20_1_31,1,20_1,177
20_1_32,1,20_1,177
20_1_33,1,20_1,177
20_1_34,1,20_1,177
20_1_35,1,20_1,177
20_1_36,1,20_1,177
20_1_37,1,20_1,177
20_1_38,1,20_1,177
20_1_39,1,20_1,177
20_1_40,1,20_1,177
20_1_41,1,20_1,177
20_1_42,1,20_1,177
20_1_43,1,20_1,177
20_1_44,1,20_1,177
20_1_45,1,20_1,177
20_1_46,1,20_1,177
20_1_47,1,20_1,177
20_1_48,1,20_1,177
20_1_49,1,20_1,177
20_1_50,1,20_1,177
20_1_51,1,20_1,177
20_1_52,1,20_1,177
20_1_53,1,20_1,177
20_1_54,1,20_1,177
20_1_55,1,20_1,177
20_1_56,1,20_1,177
20_1_57,1,20_1,177
20_1_58,1,20_1,177
20_1_59,1,20_1,177
20_1_60,1,20_1,177
20_1_61,1,20_1,177
20_1_62,1,20_1,177
20_1_63,1,20_1,177
20_1_64,1,20_1,177
20_1_65,1,20_1,177
20_1_66,1,20_1,177
20_1_67,1,20_1,177
20_1_68,1,20_1,177
20_1_69,1,20_1,177
20_1_70,1,20_1,177
20_1_71,1,20_1,177
20_1_72,1,20_1,177
20_1_73,1,20_1,177
20_1_74,1,20_1,177
20_1_75,1,20_1,177
20_1_76,1,20_1,177
20_1_77,1,20_1,177
20_1_78,1,20_1,177
20_1_79,1,20_1,177
20_1_80,1,20_1,177
20_1_81,1,20_1,177
20_1_82,1,20_1,177
20_1_83,1,20_1,177
20_1_84,1,20_1,177
20_1_85,1,20_1,177
20_1_86,1,20_1,177
20_1_87,1,20_1,177
20_1_88,1,20_1,177
20_1_89,1,20_1,177
20_1_90,1,20_1,177
20_1_91,1,20_1,177
20_1_92,1,20_1,177
20_1_93,1,20_1,177
20_1_94,1,20_1,177
20_1_95,1,20_1,177
20_1_96,1,20_1,177
20_1_97,1,20_1,177
20_1_98,1,20_1,177
20_1_99,1,20_1,177
20_1_100,1,20_1,177
20_1_101,1,20_1,177
20_1_102,1,20_1,177
20_1_103,1,20_1,177
20_1_104,1,20_1,177
20_1_105,1,20_1,177
20_1_106,1,20_1,177
20_1_107,1,20_1,177
20_1_108,1,20_1,177
20_1_109,1,20_1,177
20_1_110,1,20_1,177
20_1_111,1,20_1,177
20_1_112,1,20_1,177
20_1_113,1,20_1,177
20_1_114,1,20_1,177
20_1_115,1,20_1,177
20_1_116,1,20_1,177
20_1_117,1,20_1,177
20_1_118,1,20_1,177
20_1_119,1,20_1,177
20_1_120,1,20_1,177
20_1_121,1,20_1,177
20_1_122,1,20_1,177
20_1_123,1,20_1,177
20_1_124,1,20_1,177
20_1_125,1,20_1,177
20_1_126,1,20_1,177
20_1_127,1,20_1,177
20_1_128,1,20_1,177
20_1_129,1,20_1,177
20_1_130,1,20_1,177
20_1_131,1,20_1,177
20_1_132,1,20_1,177
20_1_133,1,20_1,177
20_1_134,1,20_1,177
20_1_135,1,20_1,177
20_1_136,1,20_1,177
20_1_137,1,20_1,177
20_1_138,1,20_1,177
20_1_139,1,20_1,177
20_1_140,1,20_1,177
20_1_141,1,20_1,177
20_1_142,1,20_1,177
20_1_143,1,20_1,177
20_1_144,1,20_1,177
20_1_145,1,20_1,177
20_1_146,1,20_1,177
20_1_147,1,20_1,177
20_1_148,1,20_1,177
20_1_149,1,20_1,177
20_1_150,1,20_1,177
20_1_151,1,20_1,177
20_1_152,1,20_1,177
20_1_153,1,20_1,177
20_1_154,1,20_1,177
20_1_155,1,20_1,177
20_1_156,1,20_1,177
20_1_157,1,20_1,177
20_1_158,1,20_1,177
20_1_159,1,20_1,177
20_1_160,1,20_1,177
20_1_161,1,20_1,177
20_1_162,1,20_1,177
20_1_163,1,20_1,177
20_1_164,1,20_1,177
20_1_165,1,20_1,177
20_1_166,1,20_1,177
20_1_167,1,20_1,177
20_1_168,1,20_1,177
20_1_169,1,20_1,177
20_1_170,1,20_1,177
20_1_171,1,20_1,177
20_1_172,1,20_1,177
20_1_173,1,20_1,177
20_1_174,1,20_1,177
20_1_175,1,20_1,177
20_1_176,1,20_1,177
20_1_177,1,20_1,177
21_1_1,1,21_1,70
21_1_2,1,21_1,70
21_1_3,1,21_1,70
21_1_4,1,21_1,70
21_1_5,1,21_1,70
21_1_6,1,21_1,70
21_1_7,1,21_1,70
21_1_8,1,21_1,70
21_1_9,1,21_1,70
21_1_10,1,21_1,70
21_1_11,1,21_1,70
21_1_12,1,21_1,70
21_1_13,1,21_1,70
21_1_14,1,21_1,70
21_1_15,1,21_1,70
21_1_16,1,21_1,70
21_1_17,1,21_1,70
21_1_18,1,21_1,70
21_1_19,1,21_1,70
21_1_20,1,21_1,70
21_1_21,1,21_1,70
21_1_22,1,21_1,70
21_1_23,1,21_1,70
21_1_24,1,21_1,70
21_1_25,1,21_1,70
21_1_26,1,21_1,70
21_1_27,1,21_1,70
21_1_28,1,21_1,70
21_1_29,1,21_1,70
21_1_30,1,21_1,70
21_1_31,1,21_1,70
21_1_32,1,21_1,70
21_1_33,1,21_1,70
21_1_34,1,21_1,70
21_1_35,1,21_1,70
21_1_36,1,21_1,70
21_1_37,1,21_1,70
21_1_38,1,21_1,70
21_1_39,1,21_1,70
21_1_40,1,21_1,70
21_1_41,1,21_1,70
21_1_42,1,21_1,70
21_1_43,2,21_1,70
21_1_44,2,21_1,70
21_1_45,2,21_1,70
21_1_46,2,21_1,70
21_1_47,2,21_1,70
21_1_48,2,21_1,70
21_1_49,2,21_1,70
21_1_50,1,21_1,70
21_1_51,1,21_1,70
21_1_52,1,21_1,70
21_1_53,1,21_1,70
21_1_54,1,21_1,70
21_1_55,1,21_1,70
21_1_56,1,21_1,70
21_1_57,1,21_1,70
21_1_58,1,21_1,70
21_1_59,1,21_1,70
21_1_60,2,21_1,70
21_1_61,2,21_1,70
21_1_62,2,21_1,70
21_1_63,2,21_1,70
21_1_64,2,21_1,70
21_1_65,2,21_1,70
21_1_66,2,21_1,70
21_1_67,2,21_1,70
21_1_68,2,21_1,70
21_1_69,2,21_1,70
21_1_70,2,21_1,70
23_1_1,1,23_1,150
23_1_2,1,23_1,150
23_1_3,1,23_1,150
23_1_4,1,23_1,150
23_1_5,1,23_1,150
23_1_6,1,23_1,150
23_1_7,1,23_1,150
23_1_8,1,23_1,150
23_1_9,1,23_1,150
23_1_10,1,23_1,150
23_1_11,1,23_1,150
23_1_12,1,23_1,150
23_1_13,1,23_1,150
23_1_14,1,23_1,150
23_1_15,1,23_1,150
23_1_16,1,23_1,150
23_1_17,1,23_1,150
23_1_18,1,23_1,150
23_1_19,1,23_1,150
23_1_20,1,23_1,150
23_1_21,1,23_1,150
23_1_22,1,23_1,150
23_1_23,1,23_1,150
23_1_24,1,23_1,150
23_1_25,1,23_1,150
23_1_26,1,23_1,150
23_1_27,1,23_1,150
23_1_28,1,23_1,150
23_1_29,1,23_1,150
23_1_30,1,23_1,150
23_1_31,1,23_1,150
23_1_32,1,23_1,150
23_1_33,1,23_1,150
23_1_34,1,23_1,150
23_1_35,1,23_1,150
23_1_36,1,23_1,150
23_1_37,1,23_1,150
23_1_38,1,23_1,150
23_1_39,1,23_1,150
23_1_40,1,23_1,150
23_1_41,1,23_1,150
23_1_42,1,23_1,150
23_1_43,1,23_1,150
23_1_44,1,23_1,150
23_1_45,1,23_1,150
23_1_46,1,23_1,150
23_1_47,1,23_1,150
23_1_48,1,23_1,150
23_1_49,1,23_1,150
23_1_50,2,23_1,150
23_1_51,1,23_1,150
23_1_52,1,23_1,150
23_1_53,1,23_1,150
23_1_54,1,23_1,150
23_1_55,1,23_1,150
23_1_56,1,23_1,150
23_1_57,1,23_1,150
23_1_58,1,23_1,150
23_1_59,1,23_1,150
23_1_60,1,23_1,150
23_1_61,1,23_1,150
23_1_62,1,23_1,150
23_1_63,1,23_1,150
23_1_64,1,23_1,150
23_1_65,1,23_1,150
23_1_66,1,23_1,150
