index,Class,video,HC,head_ps,frames_n_x,frames_n_y
90_1_61,2,90_1,20.68,0.129917,205,205
90_1_62,2,90_1,20.68,0.129917,205,205
90_1_63,2,90_1,20.68,0.129917,205,205
90_1_64,2,90_1,20.68,0.129917,205,205
90_1_65,2,90_1,20.68,0.129917,205,205
90_1_66,2,90_1,20.68,0.129917,205,205
90_1_67,2,90_1,20.68,0.129917,205,205
90_1_68,2,90_1,20.68,0.129917,205,205
90_1_69,2,90_1,20.68,0.129917,205,205
90_1_70,2,90_1,20.68,0.129917,205,205
90_1_71,2,90_1,20.68,0.129917,205,205
90_1_72,2,90_1,20.68,0.129917,205,205
90_1_73,2,90_1,20.68,0.129917,205,205
90_1_74,2,90_1,20.68,0.129917,205,205
90_1_75,2,90_1,20.68,0.129917,205,205
90_1_76,2,90_1,20.68,0.129917,205,205
90_1_77,2,90_1,20.68,0.129917,205,205
90_1_78,2,90_1,20.68,0.129917,205,205
90_1_79,2,90_1,20.68,0.129917,205,205
90_1_80,2,90_1,20.68,0.129917,205,205
90_1_81,2,90_1,20.68,0.129917,205,205
90_1_82,2,90_1,20.68,0.129917,205,205
90_1_83,2,90_1,20.68,0.129917,205,205
90_1_84,2,90_1,20.68,0.129917,205,205
90_1_85,2,90_1,20.68,0.129917,205,205
90_1_108,2,90_1,20.68,0.129917,205,205
90_1_109,2,90_1,20.68,0.129917,205,205
90_1_110,2,90_1,20.68,0.129917,205,205
90_1_111,2,90_1,20.68,0.129917,205,205
90_1_112,2,90_1,20.68,0.129917,205,205
90_1_113,2,90_1,20.68,0.129917,205,205
90_1_114,2,90_1,20.68,0.129917,205,205
90_1_115,2,90_1,20.68,0.129917,205,205
90_1_116,2,90_1,20.68,0.129917,205,205
90_1_117,2,90_1,20.68,0.129917,205,205
90_1_118,2,90_1,20.68,0.129917,205,205
90_1_119,2,90_1,20.68,0.129917,205,205
90_1_120,2,90_1,20.68,0.129917,205,205
90_1_121,2,90_1,20.68,0.129917,205,205
90_1_122,2,90_1,20.68,0.129917,205,205
90_1_123,2,90_1,20.68,0.129917,205,205
90_1_124,2,90_1,20.68,0.129917,205,205
90_1_125,2,90_1,20.68,0.129917,205,205
90_1_126,2,90_1,20.68,0.129917,205,205
90_1_127,2,90_1,20.68,0.129917,205,205
90_1_128,2,90_1,20.68,0.129917,205,205
90_1_129,2,90_1,20.68,0.129917,205,205
90_1_130,2,90_1,20.68,0.129917,205,205
90_1_131,2,90_1,20.68,0.129917,205,205
90_1_132,2,90_1,20.68,0.129917,205,205
90_1_175,2,90_1,20.68,0.129917,205,205
90_1_176,2,90_1,20.68,0.129917,205,205
90_1_177,2,90_1,20.68,0.129917,205,205
90_1_178,2,90_1,20.68,0.129917,205,205
90_1_179,2,90_1,20.68,0.129917,205,205
90_1_180,2,90_1,20.68,0.129917,205,205
90_1_181,2,90_1,20.68,0.129917,205,205
90_1_182,2,90_1,20.68,0.129917,205,205
90_1_183,2,90_1,20.68,0.129917,205,205
90_1_184,2,90_1,20.68,0.129917,205,205
90_1_185,2,90_1,20.68,0.129917,205,205
90_1_186,2,90_1,20.68,0.129917,205,205
90_1_187,2,90_1,20.68,0.129917,205,205
90_1_188,2,90_1,20.68,0.129917,205,205
90_1_189,2,90_1,20.68,0.129917,205,205
90_1_190,2,90_1,20.68,0.129917,205,205
90_1_191,2,90_1,20.68,0.129917,205,205
90_1_192,2,90_1,20.68,0.129917,205,205
90_1_193,2,90_1,20.68,0.129917,205,205
90_1_194,2,90_1,20.68,0.129917,205,205
90_1_195,2,90_1,20.68,0.129917,205,205
90_1_196,2,90_1,20.68,0.129917,205,205
90_1_197,2,90_1,20.68,0.129917,205,205
90_1_198,2,90_1,20.68,0.129917,205,205
90_1_199,2,90_1,20.68,0.129917,205,205
90_1_200,2,90_1,20.68,0.129917,205,205
90_1_201,2,90_1,20.68,0.129917,205,205
90_1_202,2,90_1,20.68,0.129917,205,205
90_1_203,2,90_1,20.68,0.129917,205,205
90_1_204,2,90_1,20.68,0.129917,205,205
90_1_205,2,90_1,20.68,0.129917,205,205
91_1_1,2,91_1,28.94,0.164478,370,370
91_1_2,2,91_1,28.94,0.164478,370,370
91_1_3,2,91_1,28.94,0.164478,370,370
91_1_4,2,91_1,28.94,0.164478,370,370
91_1_5,2,91_1,28.94,0.164478,370,370
91_1_6,2,91_1,28.94,0.164478,370,370
91_1_7,2,91_1,28.94,0.164478,370,370
91_1_8,2,91_1,28.94,0.164478,370,370
91_1_9,2,91_1,28.94,0.164478,370,370
91_1_10,2,91_1,28.94,0.164478,370,370
91_1_11,2,91_1,28.94,0.164478,370,370
91_1_12,2,91_1,28.94,0.164478,370,370
91_1_13,2,91_1,28.94,0.164478,370,370
91_1_14,2,91_1,28.94,0.164478,370,370
91_1_15,2,91_1,28.94,0.164478,370,370
91_1_16,2,91_1,28.94,0.164478,370,370
91_1_17,2,91_1,28.94,0.164478,370,370
91_1_18,2,91_1,28.94,0.164478,370,370
91_1_19,2,91_1,28.94,0.164478,370,370
91_1_20,2,91_1,28.94,0.164478,370,370
91_1_21,2,91_1,28.94,0.164478,370,370
91_1_22,2,91_1,28.94,0.164478,370,370
91_1_23,2,91_1,28.94,0.164478,370,370
91_1_24,2,91_1,28.94,0.164478,370,370
91_1_25,2,91_1,28.94,0.164478,370,370
91_1_26,2,91_1,28.94,0.164478,370,370
91_1_27,2,91_1,28.94,0.164478,370,370
91_1_28,2,91_1,28.94,0.164478,370,370
91_1_29,2,91_1,28.94,0.164478,370,370
91_1_30,2,91_1,28.94,0.164478,370,370
91_1_31,2,91_1,28.94,0.164478,370,370
91_1_32,2,91_1,28.94,0.164478,370,370
91_1_33,2,91_1,28.94,0.164478,370,370
91_1_34,2,91_1,28.94,0.164478,370,370
91_1_35,2,91_1,28.94,0.164478,370,370
91_1_36,2,91_1,28.94,0.164478,370,370
91_1_37,2,91_1,28.94,0.164478,370,370
91_1_38,2,91_1,28.94,0.164478,370,370
91_1_39,2,91_1,28.94,0.164478,370,370
91_1_40,2,91_1,28.94,0.164478,370,370
91_1_41,2,91_1,28.94,0.164478,370,370
91_1_42,2,91_1,28.94,0.164478,370,370
91_1_43,2,91_1,28.94,0.164478,370,370
91_1_44,2,91_1,28.94,0.164478,370,370
91_1_45,2,91_1,28.94,0.164478,370,370
91_1_46,2,91_1,28.94,0.164478,370,370
91_1_47,2,91_1,28.94,0.164478,370,370
91_1_48,2,91_1,28.94,0.164478,370,370
91_1_49,2,91_1,28.94,0.164478,370,370
91_1_50,2,91_1,28.94,0.164478,370,370
91_1_51,2,91_1,28.94,0.164478,370,370
91_1_52,2,91_1,28.94,0.164478,370,370
91_1_53,2,91_1,28.94,0.164478,370,370
91_1_54,2,91_1,28.94,0.164478,370,370
91_1_55,2,91_1,28.94,0.164478,370,370
91_1_56,2,91_1,28.94,0.164478,370,370
91_1_57,2,91_1,28.94,0.164478,370,370
91_1_58,2,91_1,28.94,0.164478,370,370
91_1_59,2,91_1,28.94,0.164478,370,370
91_1_60,2,91_1,28.94,0.164478,370,370
91_1_61,2,91_1,28.94,0.164478,370,370
91_1_62,2,91_1,28.94,0.164478,370,370
91_1_63,2,91_1,28.94,0.164478,370,370
91_1_64,2,91_1,28.94,0.164478,370,370
91_1_65,2,91_1,28.94,0.164478,370,370
91_1_66,2,91_1,28.94,0.164478,370,370
91_1_67,2,91_1,28.94,0.164478,370,370
91_1_68,2,91_1,28.94,0.164478,370,370
91_1_69,2,91_1,28.94,0.164478,370,370
91_1_70,2,91_1,28.94,0.164478,370,370
91_1_71,2,91_1,28.94,0.164478,370,370
91_1_72,2,91_1,28.94,0.164478,370,370
91_1_73,2,91_1,28.94,0.164478,370,370
91_1_74,2,91_1,28.94,0.164478,370,370
91_1_75,2,91_1,28.94,0.164478,370,370
91_1_76,2,91_1,28.94,0.164478,370,370
91_1_77,2,91_1,28.94,0.164478,370,370
91_1_78,2,91_1,28.94,0.164478,370,370
91_1_79,2,91_1,28.94,0.164478,370,370
91_1_80,2,91_1,28.94,0.164478,370,370
91_1_81,2,91_1,28.94,0.164478,370,370
91_1_82,2,91_1,28.94,0.164478,370,370
91_1_83,2,91_1,28.94,0.164478,370,370
91_1_84,2,91_1,28.94,0.164478,370,370
91_1_85,2,91_1,28.94,0.164478,370,370
91_1_86,2,91_1,28.94,0.164478,370,370
91_1_87,2,91_1,28.94,0.164478,370,370
91_1_88,2,91_1,28.94,0.164478,370,370
91_1_89,2,91_1,28.94,0.164478,370,370
91_1_90,2,91_1,28.94,0.164478,370,370
91_1_91,2,91_1,28.94,0.164478,370,370
91_1_92,2,91_1,28.94,0.164478,370,370
91_1_93,2,91_1,28.94,0.164478,370,370
91_1_94,2,91_1,28.94,0.164478,370,370
91_1_95,2,91_1,28.94,0.164478,370,370
91_1_96,2,91_1,28.94,0.164478,370,370
91_1_97,2,91_1,28.94,0.164478,370,370
91_1_98,2,91_1,28.94,0.164478,370,370
91_1_99,2,91_1,28.94,0.164478,370,370
91_1_100,2,91_1,28.94,0.164478,370,370
91_1_101,2,91_1,28.94,0.164478,370,370
91_1_102,2,91_1,28.94,0.164478,370,370
91_1_103,2,91_1,28.94,0.164478,370,370
91_1_104,2,91_1,28.94,0.164478,370,370
91_1_105,2,91_1,28.94,0.164478,370,370
91_1_106,2,91_1,28.94,0.164478,370,370
91_1_107,2,91_1,28.94,0.164478,370,370
91_1_108,2,91_1,28.94,0.164478,370,370
91_1_109,2,91_1,28.94,0.164478,370,370
91_1_110,2,91_1,28.94,0.164478,370,370
91_1_111,2,91_1,28.94,0.164478,370,370
91_1_112,2,91_1,28.94,0.164478,370,370
91_1_113,2,91_1,28.94,0.164478,370,370
91_1_114,2,91_1,28.94,0.164478,370,370
91_1_115,2,91_1,28.94,0.164478,370,370
91_1_116,2,91_1,28.94,0.164478,370,370
91_1_117,2,91_1,28.94,0.164478,370,370
91_1_118,2,91_1,28.94,0.164478,370,370
91_1_119,2,91_1,28.94,0.164478,370,370
91_1_120,2,91_1,28.94,0.164478,370,370
91_1_121,2,91_1,28.94,0.164478,370,370
91_1_122,2,91_1,28.94,0.164478,370,370
91_1_123,2,91_1,28.94,0.164478,370,370
91_1_124,2,91_1,28.94,0.164478,370,370
91_1_125,2,91_1,28.94,0.164478,370,370
91_1_126,2,91_1,28.94,0.164478,370,370
91_1_127,2,91_1,28.94,0.164478,370,370
91_1_128,2,91_1,28.94,0.164478,370,370
91_1_129,2,91_1,28.94,0.164478,370,370
91_1_130,2,91_1,28.94,0.164478,370,370
91_1_131,2,91_1,28.94,0.164478,370,370
91_1_132,2,91_1,28.94,0.164478,370,370
91_1_133,2,91_1,28.94,0.164478,370,370
91_1_134,2,91_1,28.94,0.164478,370,370
91_1_135,2,91_1,28.94,0.164478,370,370
91_1_136,2,91_1,28.94,0.164478,370,370
91_1_137,2,91_1,28.94,0.164478,370,370
91_1_138,2,91_1,28.94,0.164478,370,370
91_1_139,2,91_1,28.94,0.164478,370,370
91_1_140,2,91_1,28.94,0.164478,370,370
91_1_141,2,91_1,28.94,0.164478,370,370
91_1_142,2,91_1,28.94,0.164478,370,370
91_1_143,2,91_1,28.94,0.164478,370,370
91_1_144,2,91_1,28.94,0.164478,370,370
91_1_145,2,91_1,28.94,0.164478,370,370
91_1_146,2,91_1,28.94,0.164478,370,370
91_1_147,2,91_1,28.94,0.164478,370,370
91_1_148,2,91_1,28.94,0.164478,370,370
91_1_149,2,91_1,28.94,0.164478,370,370
91_1_150,2,91_1,28.94,0.164478,370,370
91_1_151,2,91_1,28.94,0.164478,370,370
91_1_152,2,91_1,28.94,0.164478,370,370
91_1_153,2,91_1,28.94,0.164478,370,370
91_1_154,2,91_1,28.94,0.164478,370,370
91_1_155,2,91_1,28.94,0.164478,370,370
91_1_156,2,91_1,28.94,0.164478,370,370
91_1_157,2,91_1,28.94,0.164478,370,370
91_1_158,2,91_1,28.94,0.164478,370,370
91_1_159,2,91_1,28.94,0.164478,370,370
91_1_160,2,91_1,28.94,0.164478,370,370
91_1_161,2,91_1,28.94,0.164478,370,370
91_1_162,2,91_1,28.94,0.164478,370,370
91_1_163,2,91_1,28.94,0.164478,370,370
91_1_164,2,91_1,28.94,0.164478,370,370
91_1_165,2,91_1,28.94,0.164478,370,370
91_1_166,2,91_1,28.94,0.164478,370,370
91_1_167,2,91_1,28.94,0.164478,370,370
91_1_168,2,91_1,28.94,0.164478,370,370
91_1_169,2,91_1,28.94,0.164478,370,370
91_1_170,2,91_1,28.94,0.164478,370,370
91_1_171,2,91_1,28.94,0.164478,370,370
91_1_172,2,91_1,28.94,0.164478,370,370
91_1_173,2,91_1,28.94,0.164478,370,370
91_1_174,2,91_1,28.94,0.164478,370,370
91_1_175,2,91_1,28.94,0.164478,370,370
91_1_176,2,91_1,28.94,0.164478,370,370
91_1_177,2,91_1,28.94,0.164478,370,370
91_1_178,2,91_1,28.94,0.164478,370,370
91_1_179,2,91_1,28.94,0.164478,370,370
91_1_180,2,91_1,28.94,0.164478,370,370
91_1_181,2,91_1,28.94,0.164478,370,370
91_1_182,2,91_1,28.94,0.164478,370,370
91_1_183,2,91_1,28.94,0.164478,370,370
91_1_184,2,91_1,28.94,0.164478,370,370
91_1_185,2,91_1,28.94,0.164478,370,370
91_1_186,2,91_1,28.94,0.164478,370,370
91_1_187,2,91_1,28.94,0.164478,370,370
91_1_188,2,91_1,28.94,0.164478,370,370
91_1_189,2,91_1,28.94,0.164478,370,370
91_1_190,2,91_1,28.94,0.164478,370,370
91_1_191,2,91_1,28.94,0.164478,370,370
91_1_192,2,91_1,28.94,0.164478,370,370
91_1_193,2,91_1,28.94,0.164478,370,370
91_1_194,2,91_1,28.94,0.164478,370,370
91_1_195,2,91_1,28.94,0.164478,370,370
91_1_196,2,91_1,28.94,0.164478,370,370
91_1_197,2,91_1,28.94,0.164478,370,370
91_1_198,2,91_1,28.94,0.164478,370,370
91_1_199,2,91_1,28.94,0.164478,370,370
91_1_200,2,91_1,28.94,0.164478,370,370
91_1_201,2,91_1,28.94,0.164478,370,370
91_1_202,2,91_1,28.94,0.164478,370,370
91_1_203,2,91_1,28.94,0.164478,370,370
91_1_204,2,91_1,28.94,0.164478,370,370
91_1_205,2,91_1,28.94,0.164478,370,370
91_1_206,2,91_1,28.94,0.164478,370,370
91_1_207,2,91_1,28.94,0.164478,370,370
91_1_208,2,91_1,28.94,0.164478,370,370
91_1_209,2,91_1,28.94,0.164478,370,370
91_1_210,2,91_1,28.94,0.164478,370,370
91_1_211,2,91_1,28.94,0.164478,370,370
91_1_212,2,91_1,28.94,0.164478,370,370
91_1_213,2,91_1,28.94,0.164478,370,370
91_1_214,2,91_1,28.94,0.164478,370,370
91_1_215,2,91_1,28.94,0.164478,370,370
91_1_216,2,91_1,28.94,0.164478,370,370
91_1_217,2,91_1,28.94,0.164478,370,370
91_1_218,2,91_1,28.94,0.164478,370,370
91_1_219,2,91_1,28.94,0.164478,370,370
91_1_220,2,91_1,28.94,0.164478,370,370
91_1_221,2,91_1,28.94,0.164478,370,370
91_1_222,2,91_1,28.94,0.164478,370,370
91_1_223,2,91_1,28.94,0.164478,370,370
91_1_224,2,91_1,28.94,0.164478,370,370
91_1_225,2,91_1,28.94,0.164478,370,370
91_1_226,2,91_1,28.94,0.164478,370,370
91_1_227,2,91_1,28.94,0.164478,370,370
91_1_228,2,91_1,28.94,0.164478,370,370
91_1_229,2,91_1,28.94,0.164478,370,370
91_1_230,2,91_1,28.94,0.164478,370,370
91_1_231,2,91_1,28.94,0.164478,370,370
91_1_232,2,91_1,28.94,0.164478,370,370
91_1_233,2,91_1,28.94,0.164478,370,370
91_1_234,2,91_1,28.94,0.164478,370,370
91_1_235,2,91_1,28.94,0.164478,370,370
91_1_236,2,91_1,28.94,0.164478,370,370
91_1_237,2,91_1,28.94,0.164478,370,370
91_1_238,2,91_1,28.94,0.164478,370,370
91_1_239,2,91_1,28.94,0.164478,370,370
91_1_240,2,91_1,28.94,0.164478,370,370
91_1_241,2,91_1,28.94,0.164478,370,370
91_1_242,2,91_1,28.94,0.164478,370,370
91_1_243,2,91_1,28.94,0.164478,370,370
91_1_244,2,91_1,28.94,0.164478,370,370
91_1_245,2,91_1,28.94,0.164478,370,370
91_1_246,2,91_1,28.94,0.164478,370,370
91_1_247,2,91_1,28.94,0.164478,370,370
91_1_248,2,91_1,28.94,0.164478,370,370
91_1_249,2,91_1,28.94,0.164478,370,370
91_1_250,2,91_1,28.94,0.164478,370,370
91_1_251,2,91_1,28.94,0.164478,370,370
91_1_252,2,91_1,28.94,0.164478,370,370
91_1_253,2,91_1,28.94,0.164478,370,370
91_1_254,2,91_1,28.94,0.164478,370,370
91_1_255,2,91_1,28.94,0.164478,370,370
91_1_256,2,91_1,28.94,0.164478,370,370
91_1_257,2,91_1,28.94,0.164478,370,370
91_1_258,2,91_1,28.94,0.164478,370,370
91_1_259,2,91_1,28.94,0.164478,370,370
91_1_260,2,91_1,28.94,0.164478,370,370
91_1_261,2,91_1,28.94,0.164478,370,370
91_1_262,2,91_1,28.94,0.164478,370,370
91_1_263,2,91_1,28.94,0.164478,370,370
91_1_264,2,91_1,28.94,0.164478,370,370
91_1_265,2,91_1,28.94,0.164478,370,370
91_1_266,2,91_1,28.94,0.164478,370,370
91_1_267,2,91_1,28.94,0.164478,370,370
91_1_268,2,91_1,28.94,0.164478,370,370
91_1_269,2,91_1,28.94,0.164478,370,370
91_1_270,2,91_1,28.94,0.164478,370,370
91_1_271,2,91_1,28.94,0.164478,370,370
91_1_272,2,91_1,28.94,0.164478,370,370
91_1_273,2,91_1,28.94,0.164478,370,370
91_1_274,2,91_1,28.94,0.164478,370,370
91_1_275,2,91_1,28.94,0.164478,370,370
91_1_276,2,91_1,28.94,0.164478,370,370
91_1_277,2,91_1,28.94,0.164478,370,370
91_1_278,2,91_1,28.94,0.164478,370,370
91_1_279,2,91_1,28.94,0.164478,370,370
91_1_280,2,91_1,28.94,0.164478,370,370
91_1_281,2,91_1,28.94,0.164478,370,370
91_1_282,2,91_1,28.94,0.164478,370,370
91_1_283,2,91_1,28.94,0.164478,370,370
91_1_284,2,91_1,28.94,0.164478,370,370
91_1_285,2,91_1,28.94,0.164478,370,370
91_1_286,2,91_1,28.94,0.164478,370,370
91_1_287,2,91_1,28.94,0.164478,370,370
91_1_288,2,91_1,28.94,0.164478,370,370
91_1_289,2,91_1,28.94,0.164478,370,370
91_1_290,2,91_1,28.94,0.164478,370,370
91_1_291,2,91_1,28.94,0.164478,370,370
91_1_292,2,91_1,28.94,0.164478,370,370
91_1_293,2,91_1,28.94,0.164478,370,370
91_1_294,2,91_1,28.94,0.164478,370,370
91_1_295,2,91_1,28.94,0.164478,370,370
91_1_296,2,91_1,28.94,0.164478,370,370
91_1_297,2,91_1,28.94,0.164478,370,370
91_1_298,2,91_1,28.94,0.164478,370,370
91_1_299,2,91_1,28.94,0.164478,370,370
91_1_300,2,91_1,28.94,0.164478,370,370
91_1_301,2,91_1,28.94,0.164478,370,370
91_1_302,2,91_1,28.94,0.164478,370,370
91_1_303,2,91_1,28.94,0.164478,370,370
91_1_304,2,91_1,28.94,0.164478,370,370
91_1_305,2,91_1,28.94,0.164478,370,370
91_1_306,2,91_1,28.94,0.164478,370,370
91_1_307,2,91_1,28.94,0.164478,370,370
91_1_308,2,91_1,28.94,0.164478,370,370
91_1_309,2,91_1,28.94,0.164478,370,370
91_1_310,2,91_1,28.94,0.164478,370,370
91_1_311,2,91_1,28.94,0.164478,370,370
91_1_312,2,91_1,28.94,0.164478,370,370
91_1_313,2,91_1,28.94,0.164478,370,370
91_1_314,2,91_1,28.94,0.164478,370,370
91_1_315,2,91_1,28.94,0.164478,370,370
91_1_316,2,91_1,28.94,0.164478,370,370
91_1_317,2,91_1,28.94,0.164478,370,370
91_1_318,2,91_1,28.94,0.164478,370,370
91_1_319,2,91_1,28.94,0.164478,370,370
91_1_320,2,91_1,28.94,0.164478,370,370
91_1_321,2,91_1,28.94,0.164478,370,370
91_1_322,2,91_1,28.94,0.164478,370,370
91_1_323,2,91_1,28.94,0.164478,370,370
91_1_324,2,91_1,28.94,0.164478,370,370
91_1_325,2,91_1,28.94,0.164478,370,370
91_1_326,2,91_1,28.94,0.164478,370,370
91_1_327,2,91_1,28.94,0.164478,370,370
91_1_328,2,91_1,28.94,0.164478,370,370
91_1_329,2,91_1,28.94,0.164478,370,370
91_1_330,2,91_1,28.94,0.164478,370,370
91_1_331,2,91_1,28.94,0.164478,370,370
91_1_332,2,91_1,28.94,0.164478,370,370
91_1_333,2,91_1,28.94,0.164478,370,370
91_1_334,2,91_1,28.94,0.164478,370,370
91_1_335,2,91_1,28.94,0.164478,370,370
91_1_336,2,91_1,28.94,0.164478,370,370
91_1_337,2,91_1,28.94,0.164478,370,370
91_1_338,2,91_1,28.94,0.164478,370,370
91_1_339,2,91_1,28.94,0.164478,370,370
91_1_340,2,91_1,28.94,0.164478,370,370
91_1_341,2,91_1,28.94,0.164478,370,370
91_1_342,2,91_1,28.94,0.164478,370,370
91_1_343,2,91_1,28.94,0.164478,370,370
91_1_344,2,91_1,28.94,0.164478,370,370
91_1_345,2,91_1,28.94,0.164478,370,370
91_1_346,2,91_1,28.94,0.164478,370,370
91_1_347,2,91_1,28.94,0.164478,370,370
91_1_348,2,91_1,28.94,0.164478,370,370
91_1_349,2,91_1,28.94,0.164478,370,370
91_1_350,2,91_1,28.94,0.164478,370,370
91_1_351,2,91_1,28.94,0.164478,370,370
91_1_352,2,91_1,28.94,0.164478,370,370
91_1_353,2,91_1,28.94,0.164478,370,370
91_1_354,2,91_1,28.94,0.164478,370,370
91_1_355,2,91_1,28.94,0.164478,370,370
91_1_356,2,91_1,28.94,0.164478,370,370
91_1_357,2,91_1,28.94,0.164478,370,370
91_1_358,2,91_1,28.94,0.164478,370,370
91_1_359,2,91_1,28.94,0.164478,370,370
91_1_360,2,91_1,28.94,0.164478,370,370
91_1_361,2,91_1,28.94,0.164478,370,370
91_1_362,2,91_1,28.94,0.164478,370,370
91_1_363,2,91_1,28.94,0.164478,370,370
91_1_364,2,91_1,28.94,0.164478,370,370
91_1_365,2,91_1,28.94,0.164478,370,370
91_1_366,2,91_1,28.94,0.164478,370,370
91_1_367,2,91_1,28.94,0.164478,370,370
91_1_368,2,91_1,28.94,0.164478,370,370
91_1_369,2,91_1,28.94,0.164478,370,370
91_1_370,2,91_1,28.94,0.164478,370,370
93_1_16,2,93_1,18.36,0.112026,49,49
93_1_17,2,93_1,18.36,0.112026,49,49
93_1_18,2,93_1,18.36,0.112026,49,49
93_1_19,2,93_1,18.36,0.112026,49,49
93_1_20,2,93_1,18.36,0.112026,49,49
93_1_21,2,93_1,18.36,0.112026,49,49
93_1_22,2,93_1,18.36,0.112026,49,49
93_1_36,2,93_1,18.36,0.112026,49,49
93_1_37,2,93_1,18.36,0.112026,49,49
93_1_38,2,93_1,18.36,0.112026,49,49
93_1_39,2,93_1,18.36,0.112026,49,49
93_1_40,2,93_1,18.36,0.112026,49,49
93_1_41,2,93_1,18.36,0.112026,49,49
93_1_42,2,93_1,18.36,0.112026,49,49
93_1_43,2,93_1,18.36,0.112026,49,49
93_1_44,2,93_1,18.36,0.112026,49,49
93_1_45,2,93_1,18.36,0.112026,49,49
93_1_46,2,93_1,18.36,0.112026,49,49
93_1_47,2,93_1,18.36,0.112026,49,49
93_1_48,2,93_1,18.36,0.112026,49,49
93_1_49,2,93_1,18.36,0.112026,49,49
94_1_161,2,94_1,26.15,0.249069,185,185
94_1_162,2,94_1,26.15,0.249069,185,185
94_1_163,2,94_1,26.15,0.249069,185,185
94_1_164,2,94_1,26.15,0.249069,185,185
94_1_165,2,94_1,26.15,0.249069,185,185
94_1_166,2,94_1,26.15,0.249069,185,185
94_1_167,2,94_1,26.15,0.249069,185,185
94_1_168,2,94_1,26.15,0.249069,185,185
94_1_169,2,94_1,26.15,0.249069,185,185
94_1_170,2,94_1,26.15,0.249069,185,185
94_1_171,2,94_1,26.15,0.249069,185,185
94_1_172,2,94_1,26.15,0.249069,185,185
94_1_173,2,94_1,26.15,0.249069,185,185
94_1_174,2,94_1,26.15,0.249069,185,185
94_1_175,2,94_1,26.15,0.249069,185,185
94_1_176,2,94_1,26.15,0.249069,185,185
94_1_177,2,94_1,26.15,0.249069,185,185
94_1_178,2,94_1,26.15,0.249069,185,185
94_1_179,2,94_1,26.15,0.249069,185,185
94_1_180,2,94_1,26.15,0.249069,185,185
94_1_181,2,94_1,26.15,0.249069,185,185
94_1_182,2,94_1,26.15,0.249069,185,185
94_1_183,2,94_1,26.15,0.249069,185,185
94_1_184,2,94_1,26.15,0.249069,185,185
94_1_185,2,94_1,26.15,0.249069,185,185
95_1_99,2,95_1,24.24,0.268229,152,152
117_1_33,2,117_1,19.85,0.108639,44,44
117_1_34,2,117_1,19.85,0.108639,44,44
117_1_35,2,117_1,19.85,0.108639,44,44
117_1_36,2,117_1,19.85,0.108639,44,44
117_1_37,2,117_1,19.85,0.108639,44,44
117_1_38,2,117_1,19.85,0.108639,44,44
117_1_39,2,117_1,19.85,0.108639,44,44
117_1_40,2,117_1,19.85,0.108639,44,44
117_1_41,2,117_1,19.85,0.108639,44,44
117_1_42,2,117_1,19.85,0.108639,44,44
117_1_43,2,117_1,19.85,0.108639,44,44
117_1_44,2,117_1,19.85,0.108639,44,44
